id,date,scanner,min,max,err,pixels,minf,maxf,errf,created_at,updated_at
2070,19-02-2018,H137,-1,-1,0,-1,-1,-1,0,,01:05.0
2072,19-02-2018,H141,-1,-1,0,-1,-1,-1,0,,01:05.0
2075,20-02-2018,K239,34786,36672,5.28,22,35718,35726,0.02,,13:03.0
2074,20-02-2018,K238,35176,36286,3.11,6,35716,35718,0.01,,13:03.0
2076,20-02-2018,K250,35236,36133,2.51,27,35687,35698,0.03,,13:03.0
2073,20-02-2018,K237,35488,35969,1.35,11,35710,35719,0.03,,13:03.0
2079,20-02-2018,K115,35267,35842,1.62,36,35541,35554,0.04,,50:39.6
2077,20-02-2018,K121,35294,36101,2.26,19,35718,35734,0.04,,50:39.6
2078,20-02-2018,K168,35049,36021,2.74,36,35540,35566,0.07,,50:39.6
2080,20-02-2018,K114,35124,36160,2.91,15,35715,35735,0.06,,50:39.6
2081,20-02-2018,K171,35160,35920,2.14,50,35506,35531,0.07,,50:39.6
2082,20-02-2018,H161,35149,36364,3.4,9,35734,35761,0.08,,41:06.5
2083,20-02-2018,H162,35367,36078,1.99,21,35739,35776,0.1,,41:06.5
2084,20-02-2018,H163,35373,36252,2.45,58,35689,35775,0.24,,41:06.5
2087,20-02-2018,K169,34924,36219,3.64,32,35563,35573,0.03,,48:22.1
2085,20-02-2018,K120,35020,35906,2.5,28,35527,35542,0.04,,48:22.2
2086,20-02-2018,K141,35393,36031,1.79,28,35673,35708,0.1,,48:22.2
2088,20-02-2018,H171,35439,36006,1.59,39,35724,35743,0.05,,28:19.2
2093,20-02-2018,H173,35283,36016,2.06,28,35728,35742,0.04,,28:19.2
2089,20-02-2018,H175,34025,37065,8.55,78,35738,35771,0.09,,28:19.2
2091,20-02-2018,H177,35357,36165,2.26,72,35754,35770,0.04,,28:19.2
2090,20-02-2018,H176,35118,36377,3.52,26,35742,35764,0.06,,28:19.2
2092,20-02-2018,H174,35350,36152,2.24,49,35730,35743,0.04,,28:19.2
2094,20-02-2018,H136,-1,-1,0,-1,-1,-1,0,,44:09.9
2096,20-02-2018,H140,0,0,0,0,0,0,0,,44:09.9
2095,20-02-2018,H137,-1,-1,0,-1,-1,-1,0,,44:09.9
2097,20-02-2018,H141,-1,-1,0,-1,-1,-1,0,,44:09.9
2098,20-04-2017,H166,35135,36431,3.62,58,35762,35779,0.05,,
2099,20-04-2017,H167,35265,36256,2.77,108,35730,35776,0.13,,
2100,20-04-2017,H165,34989,36329,3.76,17,35654,35682,0.08,,
2101,02-06-2017,K150,34980,36464,4.15,25,35708,35722,0.04,,
2102,02-06-2017,K173,35053,36313,3.53,67,35706,35732,0.07,,
2103,02-06-2017,K147,35279,35807,1.49,69,35559,35571,0.03,,
2104,02-06-2017,K149,34987,36217,3.45,51,35711,35734,0.06,,
2105,02-06-2017,K167,34757,36648,5.3,45,35671,35696,0.07,,
2108,02-02-2018,H128,35511,35912,1.12,175,35721,35742,0.06,,35:50.1
2106,02-02-2018,H129,35467,35899,1.21,26,35691,35739,0.13,,35:50.1
2107,02-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,35:50.1
2109,02-02-2018,H127,35308,35967,1.85,6,35722,35748,0.07,,35:50.1
2110,02-12-2016,K208,35447,35950,1.41,73,35696,35712,0.04,,
2111,02-12-2016,K210,35311,36085,2.17,47,35708,35719,0.03,,
2112,02-12-2016,K209,34714,36259,4.35,30,35516,35534,0.05,,
2113,02-12-2016,K172,35063,35925,2.43,32,35531,35549,0.05,,
2114,03-07-2017,K150,34980,36464,4.15,25,35708,35722,0.04,,
2115,03-07-2017,K173,35053,36313,3.53,67,35706,35732,0.07,,
2116,03-07-2017,K147,35279,35807,1.49,69,35559,35571,0.03,,
2117,03-07-2017,K149,34987,36217,3.45,51,35711,35734,0.06,,
2118,03-07-2017,K167,34757,36648,5.3,45,35671,35696,0.07,,
2121,21-02-2018,K239,34819,36639,5.09,20,35717,35725,0.02,,11:47.2
2120,21-02-2018,K238,35172,36287,3.12,6,35717,35717,0,,11:47.2
2122,21-02-2018,K250,35229,36127,2.52,23,35688,35699,0.03,,11:47.2
2119,21-02-2018,K237,35487,35968,1.35,11,35711,35718,0.02,,11:47.2
2125,03-02-2018,H128,35512,35899,1.08,175,35726,35738,0.03,,16:10.2
2123,03-02-2018,H129,35491,35906,1.16,28,35693,35736,0.12,,16:10.2
2124,03-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,16:10.3
2126,03-02-2018,H127,35294,35975,1.91,6,35723,35747,0.07,,16:10.3
2130,03-02-2018,K172,35046,35916,2.45,32,35527,35547,0.06,,29:35.6
2127,03-02-2018,K208,35431,35957,1.47,73,35699,35706,0.02,,29:35.6
2128,03-02-2018,K210,35305,36084,2.18,47,35709,35720,0.03,,29:35.6
2129,03-02-2018,K209,34675,36298,4.57,30,35519,35530,0.03,,29:35.6
2131,21-12-2017,K121,35299,36092,2.22,21,35718,35734,0.04,,
2132,21-12-2017,K168,-1,-1,0,-1,-1,-1,0,,
2133,21-12-2017,K115,35270,35840,1.6,36,35539,35553,0.04,,
2134,21-12-2017,K114,35130,36153,2.87,18,35715,35736,0.06,,
2135,21-12-2017,K171,35153,35918,2.15,52,35505,35530,0.07,,
2136,21-12-2017,K121,35299,36092,2.22,21,35718,35734,0.04,,
2137,21-12-2017,K168,-1,-1,0,-1,-1,-1,0,,
2138,21-12-2017,K115,35270,35840,1.6,36,35539,35553,0.04,,
2139,21-12-2017,K114,35130,36153,2.87,18,35715,35736,0.06,,
2140,21-12-2017,K171,35153,35918,2.15,52,35505,35530,0.07,,
2143,21-02-2018,K169,34923,36217,3.64,34,35562,35573,0.03,,33:22.6
2141,21-02-2018,K120,35020,35902,2.49,29,35525,35542,0.05,,33:22.6
2142,21-02-2018,K141,35394,36031,1.78,29,35672,35707,0.1,,33:22.6
2144,21-02-2018,H161,35157,36371,3.39,11,35740,35754,0.04,,41:42.5
2145,21-02-2018,H162,35369,36073,1.97,23,35740,35775,0.1,,41:42.5
2146,21-02-2018,H163,35370,36265,2.5,61,35690,35785,0.27,,41:42.5
2147,21-04-2017,H166,35143,36423,3.58,58,35763,35779,0.04,,
2148,21-04-2017,H167,35267,36255,2.76,108,35729,35776,0.13,,
2149,21-04-2017,H165,34984,36316,3.74,17,35657,35677,0.06,,
2150,21-02-2018,K218,34459,36853,6.71,8,35687,35690,0.01,,13:33.2
2151,21-02-2018,K219,35397,35983,1.64,5,35681,35685,0.01,,13:33.2
2154,22-02-2018,K115,35270,35838,1.6,37,35541,35553,0.03,,53:27.5
2152,22-02-2018,K121,35298,36099,2.24,22,35715,35734,0.05,,53:27.5
2153,22-02-2018,K168,35057,36018,2.7,36,35539,35566,0.08,,53:27.5
2155,22-02-2018,K114,35126,36159,2.9,18,35715,35735,0.06,,53:27.6
2156,22-02-2018,K171,35152,35919,2.16,53,35506,35531,0.07,,53:27.6
2157,22-02-2018,K218,34490,36821,6.54,8,35687,35691,0.01,,15:02.5
2158,22-02-2018,K219,35395,35984,1.65,5,35682,35688,0.02,,15:02.5
2159,22-03-2017,H166,35147,36425,3.57,58,35764,35779,0.04,,
2160,22-03-2017,H167,35266,36254,2.76,108,35731,35774,0.12,,
2161,22-03-2017,H165,34981,36314,3.74,17,35657,35677,0.06,,
2162,22-02-2018,H171,35445,36009,1.58,39,35722,35745,0.06,,52:24.6
2167,22-02-2018,H173,34970,36531,4.37,29,35724,35750,0.07,,52:24.6
2163,22-02-2018,H175,34015,37051,8.54,78,35732,35782,0.14,,52:24.6
2165,22-02-2018,H177,35361,36159,2.23,74,35753,35767,0.04,,52:24.6
2164,22-02-2018,H176,35438,36011,1.6,32,35744,35763,0.05,,52:24.6
2166,22-02-2018,H174,35410,36155,2.08,34,35727,35748,0.06,,52:24.7
2168,23-08-2017,K121,35300,36099,2.24,22,35717,35735,0.05,,
2169,23-08-2017,K115,35269,35839,1.6,37,35543,35553,0.03,,
2170,23-08-2017,K114,35129,36152,2.87,18,35714,35736,0.06,,
2171,23-08-2017,K171,35154,35921,2.16,54,35506,35531,0.07,,
2172,23-03-2017,H166,35134,36428,3.62,58,35761,35783,0.06,,
2173,23-03-2017,H167,35267,36257,2.77,108,35731,35775,0.12,,
2174,23-03-2017,H165,34986,36321,3.74,19,35655,35682,0.08,,
2175,23-02-2018,H171,35465,36001,1.5,17,35714,35750,0.1,,06:24.2
2180,23-02-2018,H173,35093,36243,3.22,40,35725,35747,0.06,,06:24.3
2176,23-02-2018,H175,34008,37015,8.47,79,35731,35784,0.15,,06:24.3
2178,23-02-2018,H177,35343,36140,2.23,74,35750,35771,0.06,,06:24.3
2177,23-02-2018,H176,35443,36013,1.6,33,35744,35759,0.04,,06:24.3
2179,23-02-2018,H174,35411,36153,2.07,35,35725,35748,0.06,,06:24.3
2181,23-02-2018,K218,34458,36846,6.7,7,35686,35691,0.01,,14:21.9
2182,23-02-2018,K219,35399,35989,1.65,6,35684,35690,0.02,,14:21.9
2185,23-02-2018,K169,34920,36219,3.65,38,35561,35574,0.04,,48:43.0
2183,23-02-2018,K120,34939,35979,2.93,36,35525,35545,0.06,,48:43.1
2184,23-02-2018,K141,35396,36029,1.77,32,35672,35706,0.1,,48:43.1
2186,23-02-2018,H161,35153,36370,3.4,14,35739,35757,0.05,,57:31.1
2187,23-02-2018,H162,35359,36084,2.03,28,35739,35775,0.1,,57:31.1
2188,23-02-2018,H163,35314,36203,2.49,45,35698,35777,0.22,,57:31.1
2189,24-02-2018,H171,35466,36002,1.5,19,35721,35750,0.08,,46:19.6
2194,24-02-2018,H173,35081,36224,3.21,44,35724,35747,0.06,,46:19.6
2190,24-02-2018,H175,34023,37040,8.49,79,35747,35767,0.06,,46:19.6
2192,24-02-2018,H177,35341,36139,2.23,74,35751,35770,0.05,,46:19.6
2191,24-02-2018,H176,35441,36009,1.59,35,35744,35759,0.04,,46:19.6
2193,24-02-2018,H174,35408,36158,2.1,35,35730,35744,0.04,,46:19.6
2195,24-10-2017,K120,34926,35980,2.97,37,35527,35542,0.04,,
2196,24-10-2017,K141,35388,36037,1.82,32,35671,35708,0.1,,
2197,24-10-2017,K169,34924,36215,3.63,41,35563,35573,0.03,,
2200,21-02-2018,K239,34819,36639,5.09,20,35717,35725,0.02,,10:03.2
2199,21-02-2018,K238,35172,36287,3.12,6,35717,35717,0,,10:03.2
2201,21-02-2018,K250,35229,36127,2.52,23,35688,35699,0.03,,10:03.2
2198,21-02-2018,K237,35487,35968,1.35,11,35711,35718,0.02,,10:03.2
2202,25-03-2017,H166,35140,36417,3.57,62,35763,35780,0.05,,
2203,25-03-2017,H167,35266,36256,2.77,113,35729,35776,0.13,,
2204,25-03-2017,H165,34944,36366,3.99,19,35654,35681,0.08,,
2205,04-08-2016,K150,35128,36298,3.28,41,35707,35723,0.04,,
2206,04-08-2016,K173,35107,36087,2.75,68,35705,35733,0.08,,
2207,04-08-2016,K147,35313,35798,1.36,101,35555,35576,0.06,,
2208,04-08-2016,K149,34926,36421,4.19,24,35712,35735,0.06,,
2209,04-08-2016,K167,34751,36658,5.34,52,35669,35695,0.07,,
2210,25-02-2018,K211,-1,-1,0,-1,-1,-1,0,,32:44.2
2211,25-02-2018,K212,-1,-1,0,-1,-1,-1,0,,32:44.2
2213,25-02-2018,H161,35145,36366,3.41,15,35731,35764,0.09,,42:30.6
2214,25-02-2018,H162,35357,36087,2.04,31,35741,35774,0.09,,42:30.6
2212,25-02-2018,H163,35347,36247,2.51,50,35727,35751,0.07,,42:30.6
2217,25-02-2018,K169,34922,36222,3.65,42,35562,35573,0.03,,49:50.0
2215,25-02-2018,K120,34934,35983,2.96,38,35527,35543,0.05,,49:50.0
2216,25-02-2018,K141,35387,36038,1.82,32,35672,35707,0.1,,49:50.1
2220,04-02-2018,H128,35513,35915,1.13,175,35718,35746,0.08,,06:21.7
2218,04-02-2018,H129,35426,35997,1.6,30,35695,35735,0.11,,06:21.7
2219,04-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,06:21.8
2221,04-02-2018,H127,35301,35979,1.9,8,35724,35746,0.06,,06:21.8
2222,25-02-2018,K220,35259,36121,2.42,11,35705,35717,0.03,,23:05.8
2223,25-02-2018,K221,35337,36204,2.42,5,35733,35737,0.01,,23:05.8
2224,04-09-2016,K208,35415,35929,1.44,43,35698,35706,0.02,,
2225,04-09-2016,K210,35311,36090,2.18,51,35709,35722,0.04,,
2226,04-09-2016,K209,34993,36094,3.1,24,35516,35531,0.04,,
2227,04-09-2016,K172,35075,35967,2.51,24,35528,35546,0.05,,
2232,05-02-2018,K167,34751,36658,5.34,52,35669,35695,0.07,,37:06.2
2230,05-02-2018,K147,35313,35798,1.36,101,35555,35576,0.06,,37:06.2
2228,05-02-2018,K150,35128,36298,3.28,41,35707,35723,0.04,,37:06.3
2229,05-02-2018,K173,35107,36087,2.75,68,35705,35733,0.08,,37:06.3
2231,05-02-2018,K149,34926,36421,4.19,24,35712,35735,0.06,,37:06.3
2233,05-09-2016,H129,35411,35988,1.62,33,35690,35738,0.13,,
2234,05-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2235,05-09-2016,H128,35506,35898,1.1,175,35720,35745,0.07,,
2236,05-09-2016,H127,35296,35988,1.94,8,35723,35747,0.07,,
2237,05-06-2017,K208,35421,35922,1.4,43,35699,35708,0.03,,
2238,05-06-2017,K210,35314,36088,2.17,51,35712,35722,0.03,,
2239,05-06-2017,K209,34993,36096,3.1,24,35517,35529,0.03,,
2240,05-06-2017,K172,35083,35970,2.5,25,35527,35546,0.05,,
2241,06-06-2017,K150,35128,36298,3.28,41,35707,35723,0.04,,
2242,06-06-2017,K173,35107,36087,2.75,68,35705,35733,0.08,,
2243,06-06-2017,K147,35313,35798,1.36,101,35555,35576,0.06,,
2244,06-06-2017,K149,34926,36421,4.19,24,35712,35735,0.06,,
2245,06-06-2017,K167,34751,36658,5.34,52,35669,35695,0.07,,
2246,06-07-2017,H129,35386,35998,1.71,34,35690,35740,0.14,,
2247,06-07-2017,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2248,06-07-2017,H128,35510,35920,1.15,175,35719,35744,0.07,,
2249,06-07-2017,H127,35307,35976,1.88,11,35723,35747,0.07,,
2253,06-02-2018,K172,35083,35970,2.5,25,35527,35546,0.05,,09:57.9
2250,06-02-2018,K208,35421,35922,1.4,43,35699,35708,0.03,,09:57.9
2251,06-02-2018,K210,35314,36088,2.17,51,35712,35722,0.03,,09:57.9
2252,06-02-2018,K209,34993,36096,3.1,24,35517,35529,0.03,,09:57.9
2254,07-11-2016,K150,35128,36298,3.28,41,35707,35723,0.04,,
2255,07-11-2016,K173,35107,36087,2.75,68,35705,35733,0.08,,
2256,07-11-2016,K147,35313,35798,1.36,101,35555,35576,0.06,,
2257,07-11-2016,K149,34926,36421,4.19,24,35712,35735,0.06,,
2258,07-11-2016,K167,34751,36658,5.34,52,35669,35695,0.07,,
2259,07-09-2016,H129,35396,35999,1.69,39,35691,35739,0.13,,
2260,07-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2261,07-09-2016,H128,35504,35915,1.15,175,35720,35744,0.07,,
2262,07-09-2016,H127,35313,35976,1.86,19,35722,35747,0.07,,
2263,25-02-2018,K218,35372,35986,1.72,8,35685,35689,0.01,,22:51.9
2264,25-02-2018,K219,35350,36008,1.84,5,35681,35687,0.02,,22:51.9
2268,07-02-2018,K172,35074,35968,2.52,25,35527,35546,0.05,,16:05.9
2265,07-02-2018,K208,35416,35922,1.42,44,35698,35706,0.02,,16:05.9
2266,07-02-2018,K210,35299,36062,2.14,42,35713,35722,0.03,,16:05.9
2267,07-02-2018,K209,34995,36096,3.1,24,35517,35532,0.04,,16:05.9
2269,08-06-2017,K150,35128,36298,3.28,41,35707,35723,0.04,,
2270,08-06-2017,K173,35107,36087,2.75,68,35705,35733,0.08,,
2271,08-06-2017,K147,35313,35798,1.36,101,35555,35576,0.06,,
2272,08-06-2017,K149,34926,36421,4.19,24,35712,35735,0.06,,
2273,08-06-2017,K167,34751,36658,5.34,52,35669,35695,0.07,,
2274,08-09-2016,H129,35412,35998,1.64,44,35694,35737,0.12,,
2275,08-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2276,08-09-2016,H128,35493,35914,1.18,175,35720,35742,0.06,,
2277,08-09-2016,H127,35310,35981,1.88,21,35722,35746,0.07,,
2281,08-02-2018,K172,35080,35977,2.52,27,35529,35546,0.05,,59:44.0
2278,08-02-2018,K208,35411,35917,1.42,55,35698,35706,0.02,,59:44.0
2279,08-02-2018,K210,35300,36067,2.15,51,35711,35720,0.03,,59:44.0
2280,08-02-2018,K209,34995,36139,3.22,27,35517,35529,0.03,,59:44.0
2286,09-02-2018,K167,34753,36656,5.33,52,35669,35695,0.07,,18:39.3
2284,09-02-2018,K147,35351,35767,1.17,101,35559,35570,0.03,,18:39.4
2282,09-02-2018,K150,35144,36305,3.25,41,35708,35722,0.04,,18:39.4
2283,09-02-2018,K173,35105,36085,2.75,68,35703,35734,0.09,,18:39.4
2285,09-02-2018,K149,34922,36423,4.21,24,35712,35735,0.06,,18:39.4
2289,09-02-2018,H128,35489,35917,1.2,175,35720,35745,0.07,,24:46.0
2287,09-02-2018,H129,35369,36038,1.87,49,35690,35741,0.14,,24:46.0
2288,09-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,24:46.0
2290,09-02-2018,H127,35296,35985,1.93,23,35723,35746,0.06,,24:46.0
2291,09-08-2016,K208,35411,35917,1.42,55,35698,35706,0.02,,
2292,09-08-2016,K210,35300,36067,2.15,51,35711,35720,0.03,,
2293,09-08-2016,K209,34995,36139,3.22,27,35517,35529,0.03,,
2294,09-08-2016,K172,35080,35977,2.52,27,35529,35546,0.05,,
2295,10-01-2017,K150,35144,36305,3.25,41,35708,35722,0.04,,
2296,10-01-2017,K173,35105,36085,2.75,68,35703,35734,0.09,,
2297,10-01-2017,K147,35351,35767,1.17,101,35559,35570,0.03,,
2298,10-01-2017,K149,34922,36423,4.21,24,35712,35735,0.06,,
2299,10-01-2017,K167,34753,36656,5.33,52,35669,35695,0.07,,
2302,10-02-2018,H128,35515,35927,1.15,175,35718,35746,0.08,,45:28.6
2300,10-02-2018,H129,35367,36032,1.86,49,35694,35737,0.12,,45:28.6
2301,10-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,45:28.6
2303,10-02-2018,H127,35292,36000,1.99,27,35722,35747,0.07,,45:28.6
2307,11-02-2018,K172,35077,35974,2.52,27,35527,35545,0.05,,58:07.2
2304,11-02-2018,K208,35411,35918,1.42,54,35698,35706,0.02,,58:07.3
2305,11-02-2018,K210,35309,36057,2.1,51,35711,35721,0.03,,58:07.3
2306,11-02-2018,K209,34995,36139,3.22,27,35517,35529,0.03,,58:07.3
2308,10-08-2016,K208,35411,35917,1.42,55,35698,35706,0.02,,
2309,10-08-2016,K210,35300,36067,2.15,51,35711,35720,0.03,,
2310,10-08-2016,K209,34995,36139,3.22,27,35517,35529,0.03,,
2311,10-08-2016,K172,35080,35977,2.52,27,35529,35546,0.05,,
2316,12-02-2018,K167,34753,36656,5.33,52,35669,35695,0.07,,14:41.4
2314,12-02-2018,K147,35351,35767,1.17,101,35559,35570,0.03,,14:41.5
2312,12-02-2018,K150,35144,36305,3.25,41,35708,35722,0.04,,14:41.5
2313,12-02-2018,K173,35105,36085,2.75,68,35703,35734,0.09,,14:41.5
2315,12-02-2018,K149,34922,36423,4.21,24,35712,35735,0.06,,14:41.5
2317,11-09-2016,H129,35218,36133,2.56,49,35692,35738,0.13,,
2318,11-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2319,11-09-2016,H128,35500,35907,1.14,175,35725,35739,0.04,,
2320,11-09-2016,H127,35303,36011,1.99,29,35723,35746,0.06,,
2324,11-02-2018,K172,35077,35974,2.52,27,35527,35545,0.05,,43:00.1
2321,11-02-2018,K208,35411,35918,1.42,54,35698,35706,0.02,,43:00.1
2322,11-02-2018,K210,35309,36057,2.1,51,35711,35721,0.03,,43:00.1
2323,11-02-2018,K209,34995,36139,3.22,27,35517,35529,0.03,,43:00.2
2329,12-02-2018,K167,34753,36656,5.33,52,35669,35695,0.07,,56:45.4
2327,12-02-2018,K147,35351,35767,1.17,101,35559,35570,0.03,,56:45.4
2325,12-02-2018,K150,35144,36305,3.25,41,35708,35722,0.04,,56:45.4
2326,12-02-2018,K173,35105,36085,2.75,68,35703,35734,0.09,,56:45.5
2328,12-02-2018,K149,34922,36423,4.21,24,35712,35735,0.06,,56:45.5
2330,12-09-2016,H129,35203,36155,2.67,52,35691,35739,0.13,,
2331,12-09-2016,H130,35186,36120,2.62,-1,35707,35741,0.1,,
2332,12-09-2016,H128,35495,35928,1.21,175,35718,35745,0.08,,
2333,12-09-2016,H127,35298,36009,1.99,32,35721,35747,0.07,,
2337,12-02-2018,K172,35071,35972,2.54,27,35526,35545,0.05,,09:13.9
2334,12-02-2018,K208,35411,35918,1.42,55,35697,35705,0.02,,09:13.9
2335,12-02-2018,K210,35299,36062,2.14,52,35712,35721,0.03,,09:14.0
2336,12-02-2018,K209,35004,36138,3.19,26,35518,35529,0.03,,09:14.0
2338,25-02-2018,H171,35472,36007,1.5,20,35712,35752,0.11,,01:14.2
2343,25-02-2018,H173,35208,36212,2.81,44,35723,35749,0.07,,01:14.2
2339,25-02-2018,H175,34016,37030,8.48,80,35739,35775,0.1,,01:14.2
2341,25-02-2018,H177,35350,36136,2.2,75,35752,35767,0.04,,01:14.2
2340,25-02-2018,H176,35446,36009,1.58,36,35744,35759,0.04,,01:14.3
2342,25-02-2018,H174,35408,36151,2.08,42,35724,35750,0.07,,01:14.3
2344,24-01-2018,K121,35289,36098,2.27,30,35717,35734,0.05,,
2345,24-01-2018,K168,35058,36012,2.68,45,35542,35565,0.06,,
2346,24-01-2018,K115,35264,35840,1.62,21,35541,35552,0.03,,
2347,24-01-2018,K114,35128,36156,2.88,15,35715,35736,0.06,,
2348,24-01-2018,K171,35138,35906,2.16,53,35505,35530,0.07,,
2349,26-11-2017,K121,35289,36098,2.27,30,35717,35734,0.05,,
2350,26-11-2017,K168,35058,36012,2.68,45,35542,35565,0.06,,
2351,26-11-2017,K115,35265,35842,1.62,21,35541,35553,0.03,,
2352,26-11-2017,K114,35125,36160,2.9,15,35716,35736,0.06,,
2353,26-11-2017,K171,35138,35906,2.16,53,35505,35530,0.07,,
2354,26-02-2018,K211,-1,-1,0,-1,-1,-1,0,,37:55.8
2355,26-02-2018,K212,-1,-1,0,-1,-1,-1,0,,37:55.9
2356,26-02-2018,K220,35264,36120,2.4,10,35706,35715,0.03,,13:52.0
2357,26-02-2018,K221,35343,36205,2.41,5,35733,35736,0.01,,13:52.0
2358,26-02-2018,H161,35154,36371,3.4,8,35741,35753,0.03,,11:06.7
2359,26-02-2018,H162,35358,36085,2.04,45,35739,35775,0.1,,11:06.7
2360,26-02-2018,H163,35332,36252,2.57,50,35711,35756,0.13,,11:06.7
2363,26-02-2018,K169,34921,36219,3.65,44,35562,35573,0.03,,16:37.6
2361,26-02-2018,K120,34934,35980,2.95,39,35528,35543,0.04,,16:37.7
2362,26-02-2018,K141,35405,36017,1.71,29,35672,35707,0.1,,16:37.7
2366,22-02-2018,K239,34813,36643,5.12,21,35716,35724,0.02,,19:14.2
2365,22-02-2018,K238,35179,36291,3.11,6,35714,35718,0.01,,19:14.2
2367,22-02-2018,K250,35214,36151,2.63,25,35689,35698,0.03,,19:14.2
2364,22-02-2018,K237,35487,35966,1.34,11,35711,35719,0.02,,19:14.2
2368,26-02-2018,H136,-1,-1,0,-1,-1,-1,0,,46:54.2
2370,26-02-2018,H140,0,0,0,0,0,0,0,,46:54.2
2369,26-02-2018,H137,-1,-1,0,-1,-1,-1,0,,46:54.3
2371,26-02-2018,H141,-1,-1,0,-1,-1,-1,0,,46:54.3
2374,23-02-2018,K239,34810,36648,5.14,20,35716,35724,0.02,,05:12.0
2373,23-02-2018,K238,34731,36734,5.61,6,35714,35716,0.01,,05:12.0
2375,23-02-2018,K250,35214,36154,2.63,26,35688,35697,0.03,,05:12.0
2372,23-02-2018,K237,35487,35971,1.35,11,35711,35719,0.02,,05:12.0
2376,26-02-2018,K218,35369,35987,1.73,8,35684,35690,0.02,,24:16.7
2377,26-02-2018,K219,35359,36008,1.82,5,35681,35688,0.02,,24:16.7
2380,27-02-2018,K115,35232,35865,1.78,22,35541,35553,0.03,,46:43.5
2378,27-02-2018,K121,35295,36095,2.24,30,35718,35735,0.05,,46:43.6
2379,27-02-2018,K168,35073,35997,2.6,30,35543,35569,0.07,,46:43.6
2381,27-02-2018,K114,35214,36085,2.44,12,35715,35736,0.06,,46:43.6
2382,27-02-2018,K171,35135,35908,2.18,54,35506,35531,0.07,,46:43.6
2383,27-03-2017,H166,35133,36421,3.6,66,35765,35779,0.04,,
2384,27-03-2017,H167,35265,36256,2.77,113,35730,35775,0.13,,
2385,27-03-2017,H165,34951,36371,3.98,21,35652,35681,0.08,,
2386,27-02-2018,K211,-1,-1,0,-1,-1,-1,0,,50:04.6
2387,27-02-2018,K212,-1,-1,0,-1,-1,-1,0,,50:04.6
2388,27-02-2018,K220,35259,36124,2.42,10,35705,35717,0.03,,37:00.7
2389,27-02-2018,K221,35332,36210,2.45,5,35733,35737,0.01,,37:00.7
2394,23-02-2018,K167,34747,36660,5.36,52,35671,35696,0.07,,38:57.5
2392,23-02-2018,K147,35351,35761,1.15,102,35560,35571,0.03,,38:57.5
2390,23-02-2018,K150,35135,36337,3.36,42,35708,35722,0.04,,38:57.6
2391,23-02-2018,K173,35109,36079,2.73,69,35705,35732,0.08,,38:57.6
2393,23-02-2018,K149,34907,36449,4.32,27,35711,35734,0.06,,38:57.6
2395,27-02-2018,K218,35363,35991,1.76,14,35685,35689,0.01,,50:48.6
2396,27-02-2018,K219,35355,36001,1.81,8,35682,35687,0.01,,50:48.6
2397,27-02-2018,H171,35461,36001,1.51,27,35723,35745,0.06,,39:19.9
2402,27-02-2018,H173,35225,36193,2.71,50,35728,35743,0.04,,39:19.9
2398,27-02-2018,H175,34010,37022,8.48,83,35733,35782,0.14,,39:19.9
2400,27-02-2018,H177,35345,36141,2.23,78,35751,35771,0.06,,39:19.9
2399,27-02-2018,H176,35447,36014,1.59,38,35739,35764,0.07,,39:19.9
2401,27-02-2018,H174,35398,36170,2.16,48,35714,35759,0.13,,39:19.9
2405,23-02-2018,H128,35284,36013,2.04,22,35718,35746,0.08,,12:52.3
2403,23-02-2018,H129,35511,35896,1.08,70,35690,35738,0.13,,12:52.3
2404,23-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,12:52.3
2406,23-02-2018,H127,35278,36112,2.34,22,35722,35748,0.07,,12:52.3
2410,23-02-2018,K172,35058,35969,2.57,29,35528,35547,0.05,,27:35.5
2407,23-02-2018,K208,35388,36020,1.77,54,35697,35712,0.04,,27:35.5
2408,23-02-2018,K210,35316,36058,2.08,41,35712,35721,0.03,,27:35.5
2409,23-02-2018,K209,34752,36269,4.27,27,35517,35530,0.04,,27:35.5
2411,24-05-2017,K150,35135,36337,3.36,42,35708,35722,0.04,,
2412,24-05-2017,K173,35109,36079,2.73,69,35705,35732,0.08,,
2413,24-05-2017,K147,35351,35761,1.15,102,35560,35571,0.03,,
2414,24-05-2017,K149,34907,36449,4.32,27,35711,35734,0.06,,
2415,24-05-2017,K167,34747,36660,5.36,52,35671,35696,0.07,,
2418,24-02-2018,H128,35287,36018,2.05,24,35719,35746,0.08,,48:30.6
2416,24-02-2018,H129,35487,35932,1.25,76,35691,35738,0.13,,48:30.6
2417,24-02-2018,H130,35186,36120,2.62,-1,35707,35741,0.1,,48:30.6
2419,24-02-2018,H127,35291,36113,2.3,26,35723,35747,0.07,,48:30.6
